Date,Location,Sand,CTB,Non_Coralline_Crustose_Algae,Soft_Coral,Macroalgae,Acanthastrea,Acropora,Astrea,Astreopora,Cyphastrea,Fungiidae_unidentified,Gardinoseris,Goniastrea,Herpolitha,Leptastrea,Leptoseris,Lobophyllia,Millepora,Montipora,Pachyseris,Pavona,Plesiastrea,Pocillopora,Porites,Porites_irregularis,Porites_rus,Porites_spp_Massive,Psammocora,Sandolitha,Stylocoeniella,Tubastrea,Unknown_or_Other
2013,LTER 3 Fringing Reef Coral Transect Pole 4-5 Quadrat 7,   0.0,  50.0,   0.0,   0.0,   0.0,   0.0,  48.9,   0.0,   0.0,   0.0,   1.1,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Fringing Reef Coral Transect Pole 4-5 Quadrat 8,   0.5,  62.6,   0.0,   0.0,   0.0,   0.0,  36.9,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Fringing Reef Coral Transect Pole 5-6 Quadrat 1,  20.0,  73.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   6.7,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Fringing Reef Coral Transect Pole 5-6 Quadrat 2,  27.3,  68.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   1.1,   0.0,   0.0,na,   0.0,na,   0.0,   1.1,   1.1,   0.0,   0.0,   0.0,   0.0,   0.6
2013,LTER 3 Fringing Reef Coral Transect Pole 5-6 Quadrat 3,  15.8,  69.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   3.3,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,  10.4,   0.0,   0.0,   0.0,   0.0,   0.6
2013,LTER 3 Fringing Reef Coral Transect Pole 5-6 Quadrat 4,   8.5,  87.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.6,na,   0.0,na,   0.0,   0.0,   4.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Fringing Reef Coral Transect Pole 5-6 Quadrat 5,  26.2,  61.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.5,   0.0,   2.7,na,   0.0,na,   0.0,   0.5,   8.6,   0.0,   0.0,   0.0,   0.0,   0.5
2013,LTER 3 Fringing Reef Coral Transect Pole 5-6 Quadrat 6,  15.7,  57.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.6,   0.0,  13.5,na,   0.0,na,   0.0,   0.0,  10.7,   0.0,   0.0,   0.0,   0.0,   1.7
2013,LTER 3 Fringing Reef Coral Transect Pole 5-6 Quadrat 7,  33.3,  65.6,   0.0,   0.0,   1.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Fringing Reef Coral Transect Pole 5-6 Quadrat 8,  41.1,  54.1,   0.0,   0.0,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   2.2,   0.5,   0.0,   0.0,   0.0,   1.6
2013,LTER 3 Outer 10 m Coral Transect Pole 1-2 Quadrat 1,   0.0,  81.4,  13.1,   0.0,   3.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.6,   0.0,   1.1,na,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 1-2 Quadrat 2,   0.0,  97.2,   1.1,   0.0,   1.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.6,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 1-2 Quadrat 4,   0.0,  84.3,  13.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.6,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.6,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 1-2 Quadrat 5,   1.1,  86.4,   9.2,   0.0,   2.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.5,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 1-2 Quadrat 6,   0.0,  76.7,  12.2,   0.0,   5.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   5.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 1-2 Quadrat 7,   2.2,  66.0,  10.8,   0.0,   7.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,  13.5,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 1-2 Quadrat 8,   0.0,  60.5,  20.0,   0.0,  16.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   3.2,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 2-3 Quadrat 1,   0.0,  84.7,  11.4,   0.0,   2.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   1.7,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 2-3 Quadrat 2,   1.1,  71.6,  15.3,   0.0,   7.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   1.6,   0.0,   0.5,na,   2.1,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 2-3 Quadrat 3,   0.0,  78.4,  15.3,   0.0,   3.2,   0.0,   1.6,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   1.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.5
2013,LTER 3 Outer 10 m Coral Transect Pole 2-3 Quadrat 4,   0.0,  89.8,   8.1,   0.0,   1.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   1.1,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 2-3 Quadrat 5,   0.0,  86.7,  12.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.6,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,   0.0,  92.8,   6.6,   0.0,   0.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,   0.0,  91.9,   3.2,   0.0,   1.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.1,na,   2.7,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,   0.0,  88.5,   6.6,   0.0,   2.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   1.1,   0.0,   1.6,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,   0.0,  91.3,   7.6,   0.0,   1.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,   1.1,  77.5,  14.6,   0.0,   6.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.6,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,   0.0,  88.1,  10.2,   0.0,   1.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,   0.0,  85.6,  11.7,   0.0,   2.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,   0.0,  76.9,  19.2,   0.0,   2.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   1.6,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,   0.0,  73.0,  21.9,   0.0,   5.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 3-4 Quadrat 7,   0.0,  83.1,  10.4,   0.0,   4.9,   0.0,   0.6,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.6,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 3-4 Quadrat 8,   0.0,  91.4,   8.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,   0.0,  91.8,   6.5,   0.0,   1.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 4-5 Quadrat 2,   0.0,  90.2,   9.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 4-5 Quadrat 3,   0.0,  90.5,   8.4,   0.0,   0.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.6,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 4-5 Quadrat 4,   0.0,  90.9,   7.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.1,na,   0.5,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 4-5 Quadrat 5,   0.0,  87.2,   9.4,   0.0,   2.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 4-5 Quadrat 6,   1.7,  86.7,   8.3,   0.0,   1.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.6,na,   0.0,   0.6,   0.6,   0.6,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 4-5 Quadrat 7,  12.6,  79.2,   7.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   1.1,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 4-5 Quadrat 8,   1.1,  87.4,   3.3,   0.0,   3.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   4.4,   0.0,   0.0,   0.0,na,   0.6,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 5-6 Quadrat 1,   0.6,  86.2,   5.2,   0.0,   1.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   2.3,na,   0.0,   4.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 5-6 Quadrat 2,   1.1,  88.6,   3.4,   0.0,   1.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   5.7,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 5-6 Quadrat 3,   0.0,  90.3,   4.8,   0.0,   3.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   1.1,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 5-6 Quadrat 4,   0.0,  74.6,   5.4,   0.0,  20.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 5-6 Quadrat 5,   0.0,  87.2,   9.6,   0.0,   2.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   1.1,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 5-6 Quadrat 6,   0.0,  67.8,  19.3,   0.0,   9.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   2.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 5-6 Quadrat 7,   0.0,  75.3,  20.4,   0.0,   3.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.5,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 10 m Coral Transect Pole 5-6 Quadrat 8,   0.0,  92.3,   5.0,   0.0,   0.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.6,   0.0,   0.0,na,   1.1,na,   0.0,   0.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 17 m Coral Transect Pole 1-2 Quadrat 1,   0.0,  86.5,  12.9,   0.0,   0.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 17 m Coral Transect Pole 1-2 Quadrat 2,   0.0,  65.8,  28.8,   0.0,   5.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 17 m Coral Transect Pole 1-2 Quadrat 3,   0.0,  72.2,  18.9,   0.0,   8.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 17 m Coral Transect Pole 1-2 Quadrat 4,   0.0,  51.4,  32.4,   0.0,  14.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.6,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   1.1,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 17 m Coral Transect Pole 1-2 Quadrat 5,   0.0,  54.0,  26.7,   0.0,  16.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   2.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 17 m Coral Transect Pole 1-2 Quadrat 6,   0.0,  52.5,  30.6,   0.0,  10.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   1.6,na,   2.7,   1.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 17 m Coral Transect Pole 1-2 Quadrat 7,   0.0,  58.0,  24.3,   0.0,  13.3,   0.0,   0.0,   0.0,   0.0,   1.7,   1.1,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   1.7,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 17 m Coral Transect Pole 1-2 Quadrat 8,   0.0,  57.8,  31.4,   0.0,   8.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   1.6,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 17 m Coral Transect Pole 2-3 Quadrat 1,   0.0,  76.4,  22.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   1.1,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 17 m Coral Transect Pole 2-3 Quadrat 2,   0.0,  53.8,  20.6,   0.0,   2.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,  23.4,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 17 m Coral Transect Pole 2-3 Quadrat 3,   4.3,  78.8,  16.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.5,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 17 m Coral Transect Pole 2-3 Quadrat 4,   0.5,  96.7,   2.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 17 m Coral Transect Pole 2-3 Quadrat 5,   0.0,  73.1,  24.2,   0.0,   1.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.5,   0.0,   0.0,   0.0,   0.5
2013,LTER 3 Outer 17 m Coral Transect Pole 2-3 Quadrat 6,   0.0,  70.0,  25.7,   0.0,   3.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   1.1,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 17 m Coral Transect Pole 2-3 Quadrat 7,   0.0,  75.1,  14.9,   0.0,   1.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.1,na,   1.1,na,   0.0,   0.0,   1.1,   0.0,   0.0,   0.0,   0.0,   5.5
2013,LTER 3 Outer 17 m Coral Transect Pole 2-3 Quadrat 8,   0.0,  61.0,  30.8,   0.0,   6.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.6,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.6,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.6
2013,LTER 3 Outer 17 m Coral Transect Pole 3-4 Quadrat 1,   0.0,  61.4,  15.8,   0.0,  19.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   1.2,   0.0,   0.6,na,   0.0,na,   0.0,   0.0,   0.0,   1.2,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 17 m Coral Transect Pole 3-4 Quadrat 2,   0.0,  62.4,  27.6,   0.0,   9.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 17 m Coral Transect Pole 3-4 Quadrat 3,   0.0,  67.2,  14.0,   1.1,  11.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.5,   0.0,   0.0,   2.1,   0.0,   1.1,na,   2.1,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 17 m Coral Transect Pole 3-4 Quadrat 4,   0.0,  61.6,  20.0,   0.0,  17.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.5,   0.0,   0.0,na,   0.0,na,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 17 m Coral Transect Pole 3-4 Quadrat 5,   0.0,  70.5,  17.1,   0.0,   9.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   2.8,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 17 m Coral Transect Pole 4-5 Quadrat 1,   0.0,  64.7,  13.4,   0.0,  20.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.5,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.5
2013,LTER 3 Outer 17 m Coral Transect Pole 4-5 Quadrat 2,   0.0,  63.4,  19.4,   0.0,  15.6,   0.0,   0.0,   0.0,   0.0,   0.0,   1.6,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2013,LTER 3 Outer 17 m Coral Transect Pole 4-5 Quadrat 3,   0.0,  56.2,  34.0,   0.0,   9.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.5,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
